Campaign_ID,Channel,Start_Date,Impressions,Clicks,Conversions,Cost,Revenue,Age_Group,Gender,Region,Engagement_Rate
C1441,Facebook Ads,2025-03-02 00:00:00,9942,4420,825,916.29,9021.45,18-25,Female,East USA,22.0
C1442,Instagram Ads,2025-03-02 01:00:00,49275,4412,349,4919.98,440.58,55+,Male,South USA,44.87
C1443,Email Campaign,2025-03-02 02:00:00,49594,3739,735,148.74,1303.0,46-55,Female,East USA,34.63
C1444,Instagram Ads,2025-03-02 03:00:00,2762,4226,719,9688.94,2466.93,36-45,Female,West USA,18.09
C1445,Instagram Ads,2025-03-02 04:00:00,32987,1992,528,7528.06,6930.23,18-25,Female,West USA,40.23
C1446,Twitter Ads,2025-03-02 05:00:00,16850,997,919,1630.58,2441.3,46-55,Female,North USA,36.93
C1447,Facebook Ads,2025-03-02 06:00:00,13112,3524,20,3449.66,8579.04,46-55,Male,West USA,39.61
C1448,Instagram Ads,2025-03-02 07:00:00,25058,4640,533,1647.6,3654.98,36-45,Female,North USA,32.08
C1449,Email Campaign,2025-03-02 08:00:00,46420,1358,631,7677.84,15605.41,18-25,Female,North USA,19.03
C1450,Google Ads,2025-03-02 09:00:00,39890,2115,142,636.02,17442.6,36-45,Male,South USA,17.49
C1451,Facebook Ads,2025-03-02 10:00:00,1481,4933,910,8412.05,7853.99,36-45,Male,South USA,32.74
C1452,Facebook Ads,2025-03-02 11:00:00,48304,1802,649,9424.85,10275.5,55+,Male,West USA,6.63
C1453,Facebook Ads,2025-03-02 12:00:00,33921,973,157,6782.45,19074.58,26-35,Male,North USA,41.01
C1454,Twitter Ads,2025-03-02 13:00:00,41385,665,575,2169.01,10756.6,55+,Female,South USA,18.58
C1455,Email Campaign,2025-03-02 14:00:00,2524,2118,832,3632.9,19901.96,26-35,Male,West USA,31.56
C1456,Twitter Ads,2025-03-02 15:00:00,35888,1985,963,4798.54,2928.41,26-35,Female,North USA,25.0
C1457,Email Campaign,2025-03-02 16:00:00,16048,2223,88,6066.02,17258.31,36-45,Female,East USA,26.01
C1458,Google Ads,2025-03-02 17:00:00,36111,4742,355,6703.2,9994.34,26-35,Female,North USA,36.93
C1459,Instagram Ads,2025-03-02 18:00:00,38904,2414,618,5564.44,552.01,36-45,Male,East USA,31.37
C1460,Facebook Ads,2025-03-02 19:00:00,35008,4512,258,3545.57,19447.24,55+,Male,West USA,12.59
C1461,Google Ads,2025-03-02 20:00:00,1060,3983,648,8914.63,19304.45,55+,Male,South USA,3.8
C1462,Instagram Ads,2025-03-02 21:00:00,10130,3292,551,859.85,7727.09,36-45,Female,East USA,42.03
C1463,Twitter Ads,2025-03-02 22:00:00,19023,1959,33,4689.25,19087.43,26-35,Male,North USA,44.26
C1464,Google Ads,2025-03-02 23:00:00,46080,124,480,7766.87,2906.09,55+,Female,East USA,8.31
C1465,Facebook Ads,2025-03-03 00:00:00,14350,3603,210,655.68,13634.19,36-45,Male,West USA,15.54
C1466,Google Ads,2025-03-03 01:00:00,25354,4355,140,7068.09,3919.39,18-25,Female,East USA,14.19
C1467,Twitter Ads,2025-03-03 02:00:00,46186,1237,643,8206.13,5008.28,18-25,Male,North USA,46.88
C1468,Instagram Ads,2025-03-03 03:00:00,29145,1289,365,6625.27,15608.82,36-45,Female,South USA,10.32
C1469,Twitter Ads,2025-03-03 04:00:00,35020,4898,953,178.72,7609.43,26-35,Female,East USA,8.41
C1470,Google Ads,2025-03-03 05:00:00,21587,4196,848,1842.36,241.84,55+,Male,East USA,9.17
C1471,Twitter Ads,2025-03-03 06:00:00,42131,3257,159,3454.03,8343.34,36-45,Male,West USA,36.52
C1472,Email Campaign,2025-03-03 07:00:00,10650,2467,535,2375.22,4638.58,46-55,Male,West USA,44.41
C1473,Email Campaign,2025-03-03 08:00:00,20933,4577,313,9628.39,13698.27,36-45,Female,West USA,19.73
C1474,Twitter Ads,2025-03-03 09:00:00,21581,1841,550,6533.36,3969.53,18-25,Female,West USA,6.89
C1475,Email Campaign,2025-03-03 10:00:00,24393,3788,59,3004.86,16860.85,46-55,Female,South USA,29.33
C1476,Twitter Ads,2025-03-03 11:00:00,24051,3846,473,9300.49,5415.15,46-55,Female,North USA,10.58
C1477,Instagram Ads,2025-03-03 12:00:00,27212,997,249,7418.91,7921.26,26-35,Male,West USA,3.3
C1478,Facebook Ads,2025-03-03 13:00:00,5090,4123,491,2881.84,6030.93,36-45,Female,South USA,44.32
C1479,Instagram Ads,2025-03-03 14:00:00,7960,816,915,3819.87,12914.07,26-35,Male,East USA,43.55
C1480,Twitter Ads,2025-03-03 15:00:00,36772,4067,464,2034.32,2113.15,36-45,Male,West USA,48.8
C1481,Email Campaign,2025-03-03 16:00:00,22520,4121,994,9712.19,9614.18,18-25,Male,West USA,23.75
C1482,Google Ads,2025-03-03 17:00:00,37408,3315,292,5197.1,6755.65,26-35,Female,West USA,14.77
C1483,Facebook Ads,2025-03-03 18:00:00,29470,490,344,8965.76,17694.35,46-55,Female,North USA,38.51
C1484,Instagram Ads,2025-03-03 19:00:00,21491,3984,361,3497.67,1560.9,36-45,Male,South USA,9.11
C1485,Google Ads,2025-03-03 20:00:00,2341,1799,677,8615.37,16610.93,18-25,Male,North USA,12.24
C1486,Instagram Ads,2025-03-03 21:00:00,45623,3137,658,586.17,3436.84,18-25,Female,North USA,12.86
C1487,Email Campaign,2025-03-03 22:00:00,25791,332,336,9821.8,1862.7,46-55,Male,East USA,47.59
C1488,Instagram Ads,2025-03-03 23:00:00,1338,2026,345,9124.74,4126.22,46-55,Male,East USA,36.52
C1489,Google Ads,2025-03-04 00:00:00,6895,3231,675,3663.87,2142.79,55+,Female,South USA,6.77
C1490,Facebook Ads,2025-03-04 01:00:00,13254,3406,90,7758.49,10467.58,46-55,Female,East USA,4.73
C1491,Twitter Ads,2025-03-04 02:00:00,12344,2824,96,7534.97,19765.48,18-25,Male,East USA,42.16
C1492,Google Ads,2025-03-04 03:00:00,2750,4901,785,9017.49,783.11,55+,Female,South USA,40.13
C1493,Twitter Ads,2025-03-04 04:00:00,3421,333,267,3107.19,9276.45,55+,Male,East USA,33.58
C1494,Google Ads,2025-03-04 05:00:00,40887,1491,194,4681.92,7782.8,46-55,Male,West USA,9.89
C1495,Twitter Ads,2025-03-04 06:00:00,6319,2992,701,8656.75,6858.17,46-55,Female,South USA,24.07
C1496,Twitter Ads,2025-03-04 07:00:00,16896,1355,707,7796.87,6704.09,46-55,Female,West USA,30.18
C1497,Facebook Ads,2025-03-04 08:00:00,12918,2638,132,3964.99,17910.75,26-35,Female,West USA,46.61
C1498,Instagram Ads,2025-03-04 09:00:00,26064,3790,898,8464.97,477.63,55+,Male,West USA,8.55
C1499,Google Ads,2025-03-04 10:00:00,47617,989,105,517.19,15520.84,36-45,Male,East USA,25.82
C1500,Twitter Ads,2025-03-04 11:00:00,28935,4787,614,7831.36,5133.37,55+,Female,West USA,7.97
C1501,Instagram Ads,2025-03-04 12:00:00,38641,845,524,2107.32,7727.58,26-35,Male,West USA,22.25
C1502,Twitter Ads,2025-03-04 13:00:00,30711,1819,913,2896.9,8460.98,18-25,Female,North USA,10.09
C1503,Facebook Ads,2025-03-04 14:00:00,5806,527,452,4957.49,6164.16,26-35,Female,East USA,41.83
C1504,Instagram Ads,2025-03-04 15:00:00,42360,831,523,4524.86,1961.82,26-35,Female,East USA,12.81
C1505,Instagram Ads,2025-03-04 16:00:00,13182,899,967,5229.67,2375.18,46-55,Male,West USA,20.91
C1506,Facebook Ads,2025-03-04 17:00:00,23297,4397,380,5470.52,6032.81,36-45,Male,East USA,20.45
C1507,Facebook Ads,2025-03-04 18:00:00,20541,935,314,3348.7,16454.0,36-45,Male,North USA,43.33
C1508,Instagram Ads,2025-03-04 19:00:00,29921,234,366,1793.51,2779.09,26-35,Female,East USA,37.91
C1509,Google Ads,2025-03-04 20:00:00,17774,2638,157,7696.39,14878.53,36-45,Male,West USA,2.97
C1510,Google Ads,2025-03-04 21:00:00,45813,3818,294,4029.76,5848.51,46-55,Female,North USA,3.45
C1511,Email Campaign,2025-03-04 22:00:00,38198,140,666,5083.12,17680.95,36-45,Female,West USA,27.6
C1512,Instagram Ads,2025-03-04 23:00:00,9820,3467,851,6464.73,8623.74,55+,Male,East USA,21.44
C1513,Instagram Ads,2025-03-05 00:00:00,25070,2515,882,9100.9,3517.29,26-35,Male,North USA,13.85
C1514,Twitter Ads,2025-03-05 01:00:00,5232,2140,927,7090.15,19718.3,55+,Female,South USA,39.65
C1515,Google Ads,2025-03-05 02:00:00,12122,4439,271,502.32,3615.03,55+,Female,East USA,6.52
C1516,Instagram Ads,2025-03-05 03:00:00,16023,3049,583,8393.68,11395.63,46-55,Male,West USA,48.71
C1517,Email Campaign,2025-03-05 04:00:00,9007,4361,500,9894.08,11428.8,18-25,Female,North USA,1.3
C1518,Email Campaign,2025-03-05 05:00:00,18905,3566,747,4751.23,7518.99,46-55,Male,South USA,6.0
C1519,Google Ads,2025-03-05 06:00:00,42786,3188,40,9697.42,19034.62,26-35,Female,North USA,15.63
C1520,Instagram Ads,2025-03-05 07:00:00,30398,4923,711,5495.92,16893.1,46-55,Male,North USA,25.51
C1521,Google Ads,2025-03-05 08:00:00,35268,1215,896,4623.18,16613.41,26-35,Male,North USA,10.89
C1522,Facebook Ads,2025-03-05 09:00:00,7737,4678,277,3347.48,19485.62,26-35,Male,East USA,36.84
C1523,Instagram Ads,2025-03-05 10:00:00,37062,2690,21,6592.67,9196.48,26-35,Female,East USA,17.94
C1524,Email Campaign,2025-03-05 11:00:00,26510,3673,200,2336.71,2034.0,46-55,Male,East USA,2.02
C1525,Google Ads,2025-03-05 12:00:00,20426,3078,409,1094.1,15332.57,26-35,Female,South USA,43.9
C1526,Email Campaign,2025-03-05 13:00:00,38265,2547,546,321.01,7678.17,36-45,Male,West USA,47.2
C1527,Google Ads,2025-03-05 14:00:00,18850,1330,927,2959.18,3887.87,18-25,Female,East USA,30.97
C1528,Google Ads,2025-03-05 15:00:00,1614,2766,100,3987.92,9716.62,26-35,Male,East USA,40.35
C1529,Email Campaign,2025-03-05 16:00:00,22776,4954,609,5543.16,18521.81,36-45,Female,South USA,6.14
C1530,Twitter Ads,2025-03-05 17:00:00,25077,4358,853,2962.86,3510.0,55+,Female,West USA,13.51
C1531,Google Ads,2025-03-05 18:00:00,10374,2694,510,9841.39,16989.11,18-25,Female,West USA,16.33
C1532,Twitter Ads,2025-03-05 19:00:00,36435,3530,795,2952.86,8422.28,26-35,Male,West USA,48.04
C1533,Email Campaign,2025-03-05 20:00:00,31907,3017,310,4437.71,2822.36,26-35,Male,North USA,25.66
C1534,Facebook Ads,2025-03-05 21:00:00,14409,3052,120,1077.6,16982.81,36-45,Female,East USA,0.47
C1535,Twitter Ads,2025-03-05 22:00:00,17514,2095,89,2643.23,19395.44,46-55,Male,South USA,19.07
C1536,Email Campaign,2025-03-05 23:00:00,30866,3991,845,530.9,5896.29,36-45,Female,East USA,0.49
C1537,Twitter Ads,2025-03-06 00:00:00,3983,406,661,5617.11,6140.37,55+,Female,East USA,11.97
C1538,Email Campaign,2025-03-06 01:00:00,32705,1462,442,7523.09,7871.87,18-25,Male,West USA,22.79
C1539,Facebook Ads,2025-03-06 02:00:00,21662,2202,426,1997.31,16301.19,46-55,Female,North USA,16.24
C1540,Instagram Ads,2025-03-06 03:00:00,24510,3130,223,3710.71,307.3,46-55,Female,East USA,1.73
C1541,Twitter Ads,2025-03-06 04:00:00,13651,432,456,215.33,4556.74,55+,Male,South USA,5.91
C1542,Google Ads,2025-03-06 05:00:00,41998,2852,27,8403.24,14147.41,36-45,Male,East USA,27.59
C1543,Google Ads,2025-03-06 06:00:00,29535,342,63,7810.64,8172.23,26-35,Male,East USA,34.81
C1544,Facebook Ads,2025-03-06 07:00:00,7640,1984,889,679.38,6672.88,46-55,Female,West USA,20.29
C1545,Email Campaign,2025-03-06 08:00:00,45547,1532,618,3680.43,17458.43,26-35,Female,South USA,36.6
C1546,Twitter Ads,2025-03-06 09:00:00,16317,2650,804,9555.1,18354.95,18-25,Male,North USA,8.25
C1547,Twitter Ads,2025-03-06 10:00:00,8564,402,755,3950.67,18964.93,46-55,Male,South USA,6.19
C1548,Instagram Ads,2025-03-06 11:00:00,28345,4430,988,5285.78,5523.76,26-35,Female,North USA,41.99
C1549,Twitter Ads,2025-03-06 12:00:00,49288,3209,249,3584.67,18259.0,26-35,Male,South USA,17.03
C1550,Instagram Ads,2025-03-06 13:00:00,29687,2286,855,5981.51,14765.61,55+,Male,East USA,21.67
C1551,Instagram Ads,2025-03-06 14:00:00,14737,4390,930,9782.66,3168.87,18-25,Female,South USA,47.38
C1552,Email Campaign,2025-03-06 15:00:00,10323,1650,427,9975.15,12244.37,18-25,Female,West USA,21.26
C1553,Facebook Ads,2025-03-06 16:00:00,16229,1892,865,7758.41,624.06,46-55,Male,East USA,0.27
C1554,Google Ads,2025-03-06 17:00:00,45481,746,495,4072.9,14196.73,26-35,Female,West USA,46.9
C1555,Facebook Ads,2025-03-06 18:00:00,9502,4756,453,4969.6,14697.99,46-55,Female,West USA,0.8
C1556,Instagram Ads,2025-03-06 19:00:00,1545,812,575,3599.48,15807.84,36-45,Male,North USA,33.15
C1557,Facebook Ads,2025-03-06 20:00:00,38114,4608,608,9856.47,3533.25,18-25,Female,South USA,16.21
C1558,Email Campaign,2025-03-06 21:00:00,30430,637,782,7092.22,12602.17,18-25,Male,West USA,23.57
C1559,Google Ads,2025-03-06 22:00:00,10996,334,757,4516.87,3659.25,26-35,Male,West USA,27.41
C1560,Twitter Ads,2025-03-06 23:00:00,28788,2496,132,170.55,18938.34,18-25,Male,West USA,20.48
C1561,Email Campaign,2025-03-07 00:00:00,30969,1604,429,5228.81,13532.71,18-25,Female,South USA,38.74
C1562,Instagram Ads,2025-03-07 01:00:00,49543,1474,575,9840.09,1996.98,26-35,Male,North USA,46.54
C1563,Facebook Ads,2025-03-07 02:00:00,14919,4611,225,5254.46,3821.94,36-45,Female,West USA,4.41
C1564,Google Ads,2025-03-07 03:00:00,4810,2009,429,1865.15,13302.86,46-55,Female,West USA,40.03
C1565,Twitter Ads,2025-03-07 04:00:00,31586,1015,718,269.83,9585.74,26-35,Male,West USA,6.52
C1566,Instagram Ads,2025-03-07 05:00:00,40974,4058,560,3579.3,14752.32,36-45,Female,East USA,4.11
C1567,Email Campaign,2025-03-07 06:00:00,42773,180,975,9186.37,5687.7,26-35,Male,West USA,47.8
C1568,Instagram Ads,2025-03-07 07:00:00,17371,2183,886,9965.71,13192.56,18-25,Female,East USA,24.52
C1569,Twitter Ads,2025-03-07 08:00:00,46084,2788,237,9456.41,3621.51,46-55,Female,West USA,7.71
C1570,Facebook Ads,2025-03-07 09:00:00,30629,1790,246,7307.73,10919.83,18-25,Female,East USA,28.54
C1571,Twitter Ads,2025-03-07 10:00:00,9436,856,653,5603.52,19160.21,46-55,Female,South USA,13.24
C1572,Instagram Ads,2025-03-07 11:00:00,13984,2770,339,5927.33,12601.62,46-55,Female,North USA,23.27
C1573,Email Campaign,2025-03-07 12:00:00,34039,3851,842,5412.97,1094.87,26-35,Female,South USA,31.27
C1574,Instagram Ads,2025-03-07 13:00:00,20895,3652,478,7085.14,19776.37,55+,Female,South USA,43.48
C1575,Google Ads,2025-03-07 14:00:00,19155,567,689,4217.79,3221.64,55+,Female,East USA,0.25
C1576,Twitter Ads,2025-03-07 15:00:00,11616,1594,496,6708.58,14389.58,36-45,Male,West USA,10.79
C1577,Instagram Ads,2025-03-07 16:00:00,38129,1119,558,1260.04,10697.35,55+,Female,East USA,4.9
C1578,Instagram Ads,2025-03-07 17:00:00,40837,1001,588,2693.67,5957.78,18-25,Female,South USA,4.95
C1579,Facebook Ads,2025-03-07 18:00:00,25574,772,632,8368.23,3628.48,36-45,Male,South USA,47.29
C1580,Twitter Ads,2025-03-07 19:00:00,4430,538,424,9042.3,3636.28,36-45,Female,South USA,46.81
C1581,Email Campaign,2025-03-07 20:00:00,13676,4322,228,5413.13,17182.15,26-35,Female,North USA,37.49
C1582,Twitter Ads,2025-03-07 21:00:00,11816,2176,730,364.77,17470.96,46-55,Male,North USA,32.19
C1583,Facebook Ads,2025-03-07 22:00:00,33733,544,390,9273.39,9356.4,46-55,Male,North USA,42.41
C1584,Facebook Ads,2025-03-07 23:00:00,21144,1065,96,7035.54,2162.07,26-35,Female,East USA,3.01
C1585,Facebook Ads,2025-03-08 00:00:00,3050,3890,470,4169.58,17694.89,46-55,Female,South USA,6.06
C1586,Facebook Ads,2025-03-08 01:00:00,45460,563,824,6003.87,9791.63,18-25,Female,South USA,15.92
C1587,Google Ads,2025-03-08 02:00:00,34933,2298,420,4326.26,8831.37,18-25,Male,West USA,41.64
C1588,Instagram Ads,2025-03-08 03:00:00,25951,2387,700,4680.13,8206.4,36-45,Female,South USA,23.66
C1589,Google Ads,2025-03-08 04:00:00,33413,3865,925,8873.76,7363.78,26-35,Female,East USA,25.23
C1590,Twitter Ads,2025-03-08 05:00:00,35801,3276,534,1652.79,10567.51,36-45,Male,South USA,11.54
C1591,Twitter Ads,2025-03-08 06:00:00,33913,4108,456,1081.51,12130.37,18-25,Male,West USA,32.45
C1592,Twitter Ads,2025-03-08 07:00:00,48037,3604,309,77.15,9382.0,36-45,Male,West USA,44.4
C1593,Google Ads,2025-03-08 08:00:00,41600,1012,417,3174.3,17943.3,55+,Male,East USA,16.54
C1594,Instagram Ads,2025-03-08 09:00:00,26280,596,646,1516.77,6421.46,36-45,Female,West USA,31.0
C1595,Email Campaign,2025-03-08 10:00:00,25557,1563,384,2238.86,11608.41,18-25,Female,East USA,16.66
C1596,Facebook Ads,2025-03-08 11:00:00,48054,4353,242,161.83,6069.08,36-45,Male,South USA,39.66
C1597,Google Ads,2025-03-08 12:00:00,36400,4367,772,2310.59,15091.67,18-25,Male,East USA,23.8
C1598,Email Campaign,2025-03-08 13:00:00,5494,593,908,3360.48,2132.21,36-45,Female,South USA,17.04
C1599,Email Campaign,2025-03-08 14:00:00,16152,1526,647,364.1,3855.11,46-55,Female,East USA,21.06
C1600,Facebook Ads,2025-03-08 15:00:00,24895,1792,756,6098.65,16043.91,46-55,Female,East USA,4.65
C1601,Twitter Ads,2025-03-08 16:00:00,10155,1893,659,5709.56,3745.63,36-45,Female,West USA,43.32
C1602,Facebook Ads,2025-03-08 17:00:00,32883,2823,970,1015.51,12552.35,36-45,Female,North USA,47.91
C1603,Instagram Ads,2025-03-08 18:00:00,44194,758,58,5970.35,19407.84,46-55,Female,North USA,23.92
C1604,Instagram Ads,2025-03-08 19:00:00,44001,4861,901,9986.61,10505.52,46-55,Female,North USA,11.14
C1605,Instagram Ads,2025-03-08 20:00:00,2828,4562,195,9447.47,3829.19,36-45,Male,North USA,33.27
C1606,Twitter Ads,2025-03-08 21:00:00,46028,649,214,76.58,6481.75,55+,Male,North USA,22.67
C1607,Email Campaign,2025-03-08 22:00:00,42898,742,87,7964.01,16486.82,46-55,Female,East USA,12.69
C1608,Twitter Ads,2025-03-08 23:00:00,33123,4450,490,3568.37,7098.05,36-45,Male,West USA,2.02
C1609,Facebook Ads,2025-03-09 00:00:00,38573,307,395,683.33,14497.88,46-55,Male,South USA,44.5
C1610,Facebook Ads,2025-03-09 01:00:00,1806,2597,203,2995.03,15569.27,55+,Female,East USA,39.86
C1611,Instagram Ads,2025-03-09 02:00:00,41970,4290,112,3251.28,10073.54,18-25,Male,North USA,41.47
C1612,Email Campaign,2025-03-09 03:00:00,30757,1983,626,5256.28,15685.95,55+,Male,West USA,22.05
C1613,Instagram Ads,2025-03-09 04:00:00,35636,2986,385,6627.78,6406.37,46-55,Female,North USA,37.69
C1614,Instagram Ads,2025-03-09 05:00:00,15561,577,296,7503.1,10371.58,55+,Female,North USA,29.1
C1615,Email Campaign,2025-03-09 06:00:00,49280,861,845,2496.74,13762.51,46-55,Female,South USA,18.8
C1616,Instagram Ads,2025-03-09 07:00:00,25262,289,491,3251.62,3444.66,46-55,Male,East USA,42.15
C1617,Email Campaign,2025-03-09 08:00:00,15899,855,732,3118.4,5545.08,36-45,Male,North USA,49.94
C1618,Instagram Ads,2025-03-09 09:00:00,49988,1546,259,3659.23,13075.53,26-35,Female,South USA,44.97
C1619,Google Ads,2025-03-09 10:00:00,16934,1763,814,9996.58,13141.67,36-45,Female,East USA,38.83
C1620,Twitter Ads,2025-03-09 11:00:00,39197,1935,210,7790.54,9916.72,55+,Female,North USA,37.4
C1621,Email Campaign,2025-03-09 12:00:00,42844,4328,545,9751.16,15932.15,46-55,Female,North USA,32.55
C1622,Twitter Ads,2025-03-09 13:00:00,37332,4250,470,6946.46,9692.89,46-55,Male,West USA,42.7
C1623,Instagram Ads,2025-03-09 14:00:00,35157,4160,309,4092.39,17638.31,18-25,Female,South USA,24.7
C1624,Google Ads,2025-03-09 15:00:00,12593,4705,487,3927.95,14744.48,46-55,Female,North USA,9.17
C1625,Facebook Ads,2025-03-09 16:00:00,41042,4865,92,4911.38,6362.43,26-35,Male,South USA,38.43
C1626,Facebook Ads,2025-03-09 17:00:00,18320,3712,818,4197.85,7965.55,36-45,Male,South USA,45.98
C1627,Email Campaign,2025-03-09 18:00:00,28376,1789,467,8291.85,13386.97,46-55,Male,North USA,17.13
C1628,Email Campaign,2025-03-09 19:00:00,44513,1416,700,4676.77,17899.61,55+,Female,West USA,39.17
C1629,Google Ads,2025-03-09 20:00:00,15199,4929,307,2991.36,3656.3,36-45,Male,East USA,13.76
C1630,Instagram Ads,2025-03-09 21:00:00,16876,3286,373,7759.86,10341.8,18-25,Female,South USA,47.14
C1631,Google Ads,2025-03-09 22:00:00,9245,4120,727,8551.48,2463.81,36-45,Female,North USA,34.2
C1632,Instagram Ads,2025-03-09 23:00:00,8214,4454,49,4233.27,5661.16,18-25,Female,South USA,28.51
C1633,Instagram Ads,2025-03-10 00:00:00,1726,1245,825,6694.7,13751.03,55+,Female,South USA,39.02
C1634,Twitter Ads,2025-03-10 01:00:00,47600,4494,634,635.11,1646.92,18-25,Male,South USA,40.68
C1635,Twitter Ads,2025-03-10 02:00:00,12362,660,349,5318.18,13280.94,26-35,Male,North USA,44.63
C1636,Facebook Ads,2025-03-10 03:00:00,19297,2012,525,497.56,18026.14,36-45,Female,North USA,45.07
C1637,Google Ads,2025-03-10 04:00:00,31448,1964,117,340.45,19390.47,26-35,Female,East USA,2.73
C1638,Email Campaign,2025-03-10 05:00:00,27172,396,325,6148.6,4410.98,26-35,Male,West USA,6.23
C1639,Google Ads,2025-03-10 06:00:00,43874,2509,123,3068.19,15003.07,46-55,Female,West USA,41.32
C1640,Email Campaign,2025-03-10 07:00:00,8657,2736,176,7438.24,18534.77,26-35,Female,South USA,47.31
C1641,Google Ads,2025-03-10 08:00:00,19850,1561,270,8966.02,1918.25,36-45,Male,East USA,15.45
C1642,Google Ads,2025-03-10 09:00:00,26425,4392,627,1436.94,8339.07,46-55,Male,North USA,0.53
C1643,Facebook Ads,2025-03-10 10:00:00,27685,2368,233,7259.0,18396.25,46-55,Male,East USA,16.2
C1644,Google Ads,2025-03-10 11:00:00,48319,1094,271,5169.47,4135.47,36-45,Female,South USA,19.2
C1645,Google Ads,2025-03-10 12:00:00,25578,107,260,1165.59,18681.84,26-35,Female,West USA,38.08
C1646,Instagram Ads,2025-03-10 13:00:00,29831,2691,535,6533.35,10591.12,55+,Male,East USA,2.47
C1647,Google Ads,2025-03-10 14:00:00,8906,2615,719,6114.19,2087.87,55+,Female,South USA,10.71
C1648,Twitter Ads,2025-03-10 15:00:00,8287,4515,135,5180.64,9052.56,18-25,Female,South USA,44.71
C1649,Facebook Ads,2025-03-10 16:00:00,34660,1517,215,9268.39,6592.6,46-55,Male,South USA,7.83
C1650,Google Ads,2025-03-10 17:00:00,11222,2416,149,5234.74,5715.86,26-35,Male,East USA,37.99
C1651,Email Campaign,2025-03-10 18:00:00,38443,4032,71,9905.63,10875.36,18-25,Female,North USA,18.13
C1652,Google Ads,2025-03-10 19:00:00,35701,1387,292,5116.83,9723.49,18-25,Female,North USA,33.17
C1653,Instagram Ads,2025-03-10 20:00:00,18764,2944,63,1202.73,9691.15,46-55,Female,East USA,3.78
C1654,Email Campaign,2025-03-10 21:00:00,45641,1218,355,4731.19,1854.02,55+,Female,North USA,14.4
C1655,Email Campaign,2025-03-10 22:00:00,18674,652,533,1864.17,16066.13,46-55,Male,East USA,21.3
C1656,Email Campaign,2025-03-10 23:00:00,19024,760,145,5991.48,9680.64,36-45,Male,East USA,42.87
C1657,Google Ads,2025-03-11 00:00:00,47007,815,339,6946.67,16436.03,55+,Female,South USA,28.22
C1658,Facebook Ads,2025-03-11 01:00:00,24874,3685,153,4710.93,16509.43,26-35,Female,West USA,2.36
C1659,Twitter Ads,2025-03-11 02:00:00,44642,3861,445,1022.14,6410.99,26-35,Female,West USA,40.11
C1660,Email Campaign,2025-03-11 03:00:00,33284,2629,291,4712.98,186.49,26-35,Female,East USA,2.82
C1661,Twitter Ads,2025-03-11 04:00:00,18602,4070,145,860.47,18233.79,26-35,Female,South USA,46.72
C1662,Google Ads,2025-03-11 05:00:00,38784,3507,498,6837.15,15237.82,26-35,Female,East USA,10.66
C1663,Google Ads,2025-03-11 06:00:00,24265,1558,822,7914.16,2234.31,36-45,Male,West USA,24.45
C1664,Facebook Ads,2025-03-11 07:00:00,26931,3367,742,9625.68,14064.37,26-35,Female,South USA,3.71
C1665,Email Campaign,2025-03-11 08:00:00,29841,954,861,1530.58,498.46,55+,Male,West USA,28.13
C1666,Twitter Ads,2025-03-11 09:00:00,30192,4860,730,5347.58,652.41,26-35,Male,East USA,24.91
C1667,Instagram Ads,2025-03-11 10:00:00,47542,3637,924,5697.0,10563.88,26-35,Female,South USA,20.57
C1668,Email Campaign,2025-03-11 11:00:00,43520,1997,410,9228.64,2011.14,18-25,Female,West USA,1.88
C1669,Email Campaign,2025-03-11 12:00:00,16585,372,880,6291.4,19290.3,55+,Male,East USA,43.96
C1670,Twitter Ads,2025-03-11 13:00:00,26559,4187,901,1497.82,17887.24,36-45,Male,South USA,40.15
C1671,Email Campaign,2025-03-11 14:00:00,41059,1372,458,4391.7,13031.26,55+,Male,South USA,31.69
C1672,Twitter Ads,2025-03-11 15:00:00,34742,4474,644,6564.89,1367.81,26-35,Female,West USA,28.65
C1673,Instagram Ads,2025-03-11 16:00:00,5133,4119,637,7017.83,6564.22,36-45,Male,North USA,34.78
C1674,Instagram Ads,2025-03-11 17:00:00,15663,915,678,8637.59,7497.29,46-55,Female,South USA,7.29
C1675,Google Ads,2025-03-11 18:00:00,22754,4471,279,1846.05,9669.51,46-55,Male,North USA,46.64
C1676,Email Campaign,2025-03-11 19:00:00,4972,1022,26,9517.84,3461.17,26-35,Male,North USA,14.31
C1677,Email Campaign,2025-03-11 20:00:00,6295,4837,278,638.44,11592.48,36-45,Male,South USA,32.86
C1678,Facebook Ads,2025-03-11 21:00:00,47681,4700,870,9838.43,8771.84,26-35,Male,South USA,30.38
C1679,Email Campaign,2025-03-11 22:00:00,42873,4967,491,8584.78,18951.21,26-35,Male,South USA,31.87
C1680,Facebook Ads,2025-03-11 23:00:00,30125,1364,228,6619.71,18730.29,26-35,Female,South USA,43.96
C1681,Email Campaign,2025-03-12 00:00:00,41996,3824,328,7363.21,11352.93,55+,Female,East USA,14.87
C1682,Instagram Ads,2025-03-12 01:00:00,10903,2887,247,773.29,12922.55,18-25,Female,East USA,37.47
C1683,Google Ads,2025-03-12 02:00:00,4020,2822,554,462.72,2842.15,18-25,Male,North USA,29.96
C1684,Twitter Ads,2025-03-12 03:00:00,42755,4323,294,1062.57,4544.13,55+,Male,South USA,3.9
C1685,Instagram Ads,2025-03-12 04:00:00,21420,2650,46,919.23,18024.24,46-55,Male,South USA,20.77
